357,2735
490,2476
368,2424
269,2320
44,2317
498,2313
435,2299
753,2263
365,2242
493,2240
529,2180
551,2154
152,2145
425,2139
522,2132
466,2119
476,2089
217,2076
539,2064
291,2056
631,2056
359,2048
250,2045
528,2040
709,2037
563,2032
64,2032
422,2019
542,2017
470,1998
372,1995
577,1986
32,1981
524,1974
43,1971
697,1963
198,1949
420,1935
486,1916
574,1897
210,1893
419,1889
605,1885
467,1885
399,1883
480,1879
636,1879
403,1879
343,1876
185,1874
454,1869
36,1865
468,1859
62,1858
500,1857
375,1852
65,1842
285,1841
533,1830
225,1823
485,1821
432,1821
197,1818
526,1811
547,1811
3,1810
525,1806
45,1805
453,1798
16,1796
15,1796
421,1793
362,1788
139,1786
369,1784
52,1780
186,1780
647,1778
67,1775
209,1770
562,1768
354,1767
345,1766
358,1766
370,1766
481,1763
570,1760
66,1758
391,1754
540,1749
355,1749
505,1748
478,1745
378,1745
360,1744
308,1742
346,1741
223,1737
629,1731
234,1725
704,1721
231,1717
544,1712
497,1709
376,1709
673,1706
491,1705
711,1703
262,1702
283,1701
472,1700
575,1699
433,1698
146,1698
161,1696
593,1694
573,1693
393,1691
706,1685
554,1684
436,1683
792,1682
73,1682
596,1681
267,1675
460,1673
1,1672
564,1671
771,1671
137,1670
1402,1669
749,1667
584,1664
337,1663
221,1663
40,1663
205,1650
7,1641
623,1638
520,1638
148,1637
428,1635
431,1633
426,1632
610,1632
794,1631
348,1629
714,1629
309,1628
1189,1627
144,1624
405,1624
519,1620
331,1618
687,1618
117,1617
1023,1613
227,1610
212,1607
286,1606
496,1603
165,1602
579,1602
333,1601
465,1601
312,1597
85,1595
1010,1594
260,1593
484,1592
394,1591
690,1588
215,1588
597,1588
278,1587
245,1580
469,1580
721,1578
102,1572
406,1570
627,1570
702,1569
439,1569
292,1567
723,1567
511,1566
728,1565
553,1564
98,1563
20,1561
548,1557
632,1556
162,1555
515,1554
321,1553
532,1553
280,1552
158,1551
417,1548
332,1545
604,1544
1243,1543
851,1543
648,1543
138,1543
46,1541
462,1541
634,1541
75,1541
667,1538
455,1537
196,1535
583,1532
10,1532
395,1530
434,1529
494,1528
334,1526
759,1524
461,1524
282,1523
55,1522
353,1522
523,1521
555,1521
438,1520
340,1520
448,1519
303,1516
136,1514
1247,1514
534,1514
720,1513
397,1512
707,1512
710,1512
611,1511
685,1511
236,1510
1057,1508
601,1507
191,1503
594,1503
558,1502
179,1502
530,1501
27,1498
1004,1497
322,1497
129,1497
187,1496
51,1495
133,1494
101,1492
183,1490
304,1489
164,1486
409,1485
37,1483
569,1481
128,1476
351,1475
762,1474
580,1472
127,1472
660,1471
119,1470
8,1469
510,1468
477,1467
276,1467
265,1466
180,1465
347,1462
641,1461
649,1460
846,1458
259,1457
499,1455
253,1455
392,1453
784,1453
761,1452
110,1451
559,1449
252,1447
216,1447
273,1445
607,1444
1577,1444
5,1443
229,1442
929,1442
374,1441
1195,1439
684,1439
94,1439
307,1438
447,1438
407,1437
109,1436
586,1434
772,1433
457,1433
527,1433
689,1433
925,1432
100,1432
556,1431
279,1430
1170,1426
297,1426
608,1426
145,1425
795,1424
266,1422
41,1421
415,1420
396,1420
318,1417
614,1417
247,1414
314,1413
561,1411
336,1411
239,1410
18,1409
366,1407
188,1406
458,1405
35,1405
756,1403
545,1402
21,1401
1205,1401
1156,1401
335,1398
1001,1397
763,1396
1400,1396
531,1395
208,1394
244,1394
768,1392
131,1392
488,1391
446,1391
732,1391
538,1390
12,1388
190,1387
315,1384
778,1384
349,1383
708,1383
211,1383
643,1382
33,1381
263,1381
30,1381
230,1379
274,1379
437,1378
624,1378
591,1378
617,1377
841,1377
1758,1376
341,1375
310,1373
1433,1370
350,1366
95,1366
418,1364
42,1363
473,1358
281,1357
1629,1357
324,1355
1830,1353
56,1352
242,1352
373,1351
416,1351
443,1351
430,1350
123,1349
256,1348
508,1348
149,1347
1176,1345
69,1341
194,1340
371,1339
576,1335
440,1335
504,1335
105,1333
99,1333
385,1332
163,1329
658,1327
695,1324
655,1323
381,1322
22,1322
2,1321
1111,1320
302,1320
502,1319
549,1318
246,1317
1581,1317
678,1316
506,1315
479,1314
750,1314
1832,1313
398,1313
483,1312
28,1312
352,1312
1098,1311
578,1311
363,1311
779,1310
24,1310
104,1309
1149,1309
178,1308
382,1307
766,1307
949,1306
836,1304
521,1304
787,1304
408,1302
783,1302
869,1301
226,1301
932,1300
29,1300
193,1299
1781,1299
120,1298
653,1298
654,1297
1194,1297
781,1297
173,1296
736,1295
1075,1294
509,1294
1007,1292
744,1291
638,1291
452,1291
143,1290
237,1289
384,1289
402,1288
1436,1287
566,1285
112,1284
725,1284
177,1284
449,1284
694,1283
661,1282
535,1281
1493,1281
132,1281
616,1281
1590,1280
1182,1279
1216,1278
1407,1277
19,1277
414,1277
301,1277
770,1276
726,1276
153,1276
4,1272
701,1271
663,1271
590,1271
423,1271
268,1269
582,1269
1470,1267
856,1266
456,1266
219,1265
424,1264
171,1264
97,1262
450,1261
90,1256
550,1255
843,1255
442,1255
507,1254
788,1254
427,1253
823,1253
1159,1253
776,1252
206,1252
1249,1251
383,1251
60,1251
277,1250
288,1249
26,1249
49,1245
113,1245
662,1243
743,1242
327,1242
557,1241
1471,1240
625,1240
514,1239
379,1234
342,1233
233,1232
441,1232
1578,1228
626,1227
72,1227
317,1227
1242,1226
1463,1226
676,1225
640,1223
1702,1222
656,1221
463,1221
587,1220
6,1218
739,1218
377,1217
1584,1214
1739,1213
1187,1212
38,1212
909,1210
1124,1210
325,1209
644,1208
1017,1208
860,1208
300,1207
50,1207
76,1207
361,1206
1693,1206
1126,1205
1422,1204
1502,1202
141,1200
541,1199
169,1199
537,1199
935,1198
1261,1198
581,1197
1404,1195
1496,1194
306,1194
296,1193
818,1191
91,1191
1595,1190
1223,1190
589,1189
182,1189
23,1188
412,1188
740,1187
96,1187
1488,1186
1450,1183
730,1183
1002,1182
305,1182
606,1181
1169,1181
831,1180
933,1179
192,1179
1137,1178
546,1178
517,1177
258,1176
386,1174
1483,1174
1500,1174
390,1173
122,1173
59,1173
235,1170
1220,1168
1225,1167
287,1167
116,1167
630,1165
39,1165
1172,1164
1208,1164
17,1163
742,1163
298,1162
1681,1162
495,1162
812,1162
859,1161
847,1160
1536,1159
897,1159
121,1158
951,1156
53,1155
1103,1154
692,1154
642,1152
686,1151
703,1151
560,1150
571,1149
195,1149
86,1148
716,1148
1037,1147
47,1146
1448,1145
429,1145
1202,1142
936,1141
275,1140
284,1140
696,1140
2160,1140
330,1137
1287,1136
1190,1136
204,1135
1040,1135
1226,1132
1597,1132
863,1132
88,1131
228,1131
475,1131
124,1130
682,1130
1184,1130
489,1128
400,1127
1756,1126
48,1126
705,1126
1405,1125
745,1125
387,1125
1431,1125
482,1124
874,1124
1107,1122
543,1121
536,1121
1880,1121
1219,1121
1016,1120
1631,1120
1447,1119
945,1118
1256,1117
1166,1117
1924,1116
1050,1116
769,1116
125,1116
1604,1115
1453,1115
890,1115
1150,1114
1703,1113
1428,1113
1212,1112
445,1112
14,1112
963,1112
130,1111
1468,1111
1119,1110
774,1110
825,1110
552,1109
367,1109
503,1108
464,1108
585,1107
565,1105
1505,1105
1161,1104
1776,1104
683,1102
1224,1102
764,1099
884,1098
1191,1097
140,1097
410,1097
241,1096
719,1096
103,1096
1435,1094
1442,1094
830,1094
364,1094
2253,1093
881,1093
1501,1093
1221,1092
174,1092
411,1090
1024,1090
715,1090
793,1088
518,1088
240,1088
1011,1088
934,1087
1479,1087
748,1086
108,1085
154,1084
809,1084
722,1083
600,1083
168,1082
568,1082
1546,1082
1503,1081
1092,1078
849,1075
1426,1075
1181,1075
471,1075
1409,1074
1611,1074
961,1074
844,1073
1035,1073
1072,1072
1408,1071
1218,1071
1554,1070
107,1069
1543,1069
1420,1069
189,1067
639,1067
1587,1066
474,1066
1279,1066
1511,1065
602,1065
677,1065
700,1065
356,1064
151,1064
1198,1063
147,1063
688,1062
167,1062
885,1062
1178,1062
878,1061
1565,1060
2459,1060
633,1060
9,1059
1003,1058
1520,1058
1167,1058
251,1055
1684,1055
839,1054
1484,1054
34,1054
637,1053
294,1052
1045,1050
1575,1050
1199,1048
202,1048
248,1047
1116,1046
271,1046
1527,1046
83,1046
254,1045
1008,1044
1106,1043
1676,1043
339,1043
1062,1041
1215,1041
1807,1039
1474,1038
691,1037
1414,1037
106,1037
805,1037
832,1036
806,1036
338,1036
741,1036
628,1034
1241,1034
74,1034
1720,1033
1046,1033
1415,1033
908,1033
1139,1030
879,1028
907,1028
243,1028
264,1028
2979,1026
1144,1026
1147,1024
815,1024
118,1024
2705,1023
1069,1023
672,1023
1162,1023
1751,1023
1759,1022
1927,1021
68,1020
620,1019
1516,1019
492,1018
