20,118
30,107
25,105
684,93
605,91
152,89
6939,89
31,87
2292,87
874,85
552,85
1114,84
1280,82
2491,80
1278,79
907,78
6906,78
139,78
610,77
6876,77
656,76
201,75
5741,74
4888,74
23,73
3216,72
2383,72
2517,70
529,70
6828,70
353,70
1213,69
470,69
6204,69
1103,69
2065,68
1219,68
648,67
151,67
667,67
277,67
6815,67
532,66
602,66
6779,66
537,65
66,65
2790,65
207,64
688,64
359,64
370,63
382,63
346,63
7126,63
649,62
220,62
206,62
1208,62
64,62
2778,62
643,62
1647,62
2396,61
465,61
373,61
143,61
676,60
357,60
611,60
4323,60
753,60
4207,59
7367,59
883,59
654,59
2774,59
535,59
41,59
1115,59
6911,59
2162,59
533,59
88,59
530,58
6800,58
4142,58
1919,58
300,58
4511,58
1281,58
4231,58
2737,58
403,57
1004,57
489,57
42,57
4509,57
1209,57
4398,57
525,57
6964,57
1655,56
647,56
4104,56
3004,56
4875,56
466,56
1001,56
4435,56
4295,56
721,56
545,56
7210,56
607,56
653,56
341,56
46,55
580,55
4087,55
6907,55
425,55
601,55
563,55
2943,55
4513,55
32,55
7192,55
7308,55
321,55
691,55
1442,55
541,54
608,54
1279,54
1184,54
895,54
162,54
146,54
4508,54
4240,54
4103,54
2996,53
1216,53
4445,53
1880,53
2338,53
343,53
4874,53
4340,53
4564,53
2175,53
4198,53
1165,53
4296,53
6209,53
531,52
508,52
4225,52
62,52
374,52
368,52
360,52
7352,52
138,52
141,52
6259,52
960,52
375,52
1190,52
212,51
534,51
362,51
332,51
337,51
707,51
638,51
2665,51
476,51
245,51
597,51
144,51
4885,51
6896,50
538,50
1106,50
418,50
3,50
1249,50
4228,50
333,50
1522,50
1400,50
430,50
4444,50
856,50
7280,50
408,50
348,50
389,50
560,50
267,50
1677,49
706,49
584,49
831,49
1914,49
2128,49
678,49
528,49
1664,49
136,49
5718,49
128,49
3127,49
378,49
345,49
89,49
4900,49
386,49
73,48
760,48
1187,48
681,48
412,48
710,48
2003,48
1242,48
325,48
366,48
1369,48
732,48
4626,48
1205,48
4391,48
1170,48
4353,48
519,48
6236,48
65,48
260,48
101,48
574,48
26,48
674,48
104,47
457,47
481,47
1246,47
2026,47
2029,47
4314,47
632,47
153,47
837,47
498,47
331,47
736,47
4639,47
210,47
215,47
4370,47
830,47
4331,47
2759,47
67,47
1162,46
5073,46
655,46
4313,46
631,46
1220,46
163,46
4124,46
4794,46
570,46
7318,46
6903,46
6894,46
542,46
4095,46
981,46
506,46
29,46
1055,46
458,46
2956,46
402,46
281,45
766,45
2763,45
4205,45
349,45
33,45
3209,45
1450,45
2328,45
266,45
2652,45
400,45
7128,45
4466,45
454,45
1041,45
2078,45
554,45
336,45
704,45
523,45
4659,45
4130,45
2189,44
1675,44
792,44
316,44
1119,44
233,44
447,44
1226,44
4809,44
720,44
2864,44
4368,44
485,44
1193,44
350,44
2442,44
6212,44
869,44
428,44
7268,44
45,44
7358,44
37,44
392,44
658,44
873,44
376,44
4791,44
4248,44
669,44
1759,44
372,44
6824,43
6868,43
2147,43
229,43
526,43
952,43
309,43
221,43
1588,43
6202,43
322,43
188,43
1199,43
606,43
617,43
619,43
624,43
1778,43
131,43
3232,43
484,43
4284,43
4264,43
61,43
2602,43
2444,43
377,43
2336,43
419,43
842,43
395,43
4490,43
2988,43
878,42
4259,42
1961,42
1257,42
4218,42
694,42
2161,42
695,42
122,42
635,42
623,42
1401,42
2064,42
1111,42
502,42
759,42
1631,42
107,42
4419,42
604,42
4514,42
5573,42
1171,42
1105,42
2341,42
424,42
1089,42
8,42
450,42
882,42
4247,42
422,42
2735,42
6784,42
365,42
884,42
58,42
728,41
5266,41
745,41
4202,41
1933,41
3948,41
4243,41
4245,41
1463,41
81,41
137,41
145,41
203,41
1108,41
305,41
310,41
438,41
439,41
1010,41
4086,41
60,41
1546,41
2764,41
4652,41
546,41
4161,41
4736,41
6188,41
6109,41
662,41
685,41
6078,41
701,41
6812,40
524,40
342,40
775,40
315,40
317,40
1707,40
5166,40
6084,40
393,40
3272,40
4108,40
677,40
4246,40
1447,40
4279,40
651,40
1239,40
4430,40
467,40
637,40
148,40
1201,40
4089,40
4805,40
6186,40
1934,40
577,40
1969,40
227,40
57,40
446,40
558,40
6854,40
4358,40
4458,40
6263,39
406,39
364,39
355,39
351,39
487,39
491,39
334,39
4619,39
4423,39
4075,39
4392,39
516,39
1102,39
4364,39
283,39
274,39
540,39
4157,39
829,39
1553,39
1167,39
